Comment 
	Author 
	etwas verloren


	Konflikt mutwillig vom Zaun gebrochen?Die ukrainische Regierung ist nun einmal kein Sympathieträger. Und der Staat Ukraine? War noch nie besonders interessant und wird vielleicht eher als "künstliches Gebilde" angesehen. Davon ab sind wohl viele Deutsche der Ansicht, daß der Konflikt mit Rußland mutwillig - zumindest (grob) fahrlässig - vom Zaun gebrochen wurde, vulgo: Ukraine, "selber" schuld. Für die Bürger dort tut es mir natürlich leid.
	Thomas Melber 104


	Die Deutschen sind klug und gerecht, das soll kein Vorwurf sein'Wie sie jedoch darum baten, nicht zu vergessen, worum es geht: Dass Russland einen Krieg auf ukrainischem Boden führt und dies nicht folgenlos bleiben dürfe.  ' Das ist alles eine Frage der Fairness und der Perspektive. Man koennte auch sagen, dass Jazenzuk und Poroshenko einen Krieg auf dem Boden des Donbass fuehrte, und dies nicht folgenlos bleiben duerfe. Immerhin habe ich nicht gehoert, dass 'die Russen', 'Putin' oder 'die Separatisten' Kiew zerstoert haetten. Dazu waere es aber bei einem wahren Krieg gegen die Ukraine auf ukrainischem Boden ganz sicher gekommen.Vermutlich duerften sich in Berlin mehr als 200 Menschen zu einer Demonstration gegen Jazenzuk und seine rechtsextremen Schurken  in den Azow-Kommandos zusammentrommeln lassen.
	Maxeser
	möglicherweisegibt es viel mehr als 200 Deutsche die sich für den Konflikt interressieren, die aber der Meinung der Autorin nicht folgen. : dass Rußland einen Krieg auf ukrainischem Boden führt und dies nicht folgenlos bleiben dürfe.....Viele sehen die EU auch mit im Boot, bei dem Umsturz, beim wegsehen als das Militär die eigene Bevölkerung bombardierte.Putin die alleinige Schuld zuzuweisen ist in hunderten von Artikeln in zahlreichen Zeitschriften erfolgt......Das Bild das blieb:  die Einseitigkeit der Berichterstattung und der Eindruck dass die Unabhängigkeit der Zeitschriften nur Makulatur ist...
	benbenbeng
	so unpolitisch nun auch nicht. Die 68 haben eben gelernt, dass was ihnen gelungen ist, das System zu unterwandern und die alte politische Kaste zu entmachten, sollte ihnen nicht passieren, Deshalb mussten die Schulen entpolitisiert und auf das Mitleiden allegemein und besonders  für austerbende Käferarten reduziert  werden. Jedweder Leistungsdruck musste beseitigt werden so dass eine Demo sicher heute schon zu einer Tätigkeit gehört die "Leistung" aberverlangt. Operation gelungen.Aber es ist auch das falsche Thema, große Teile der Gesellschaft lassen sich eben nicht gegen Russland in Stellung bringen, auch wenn nun zwischen dem gewählten Präsidenten und dem Volk unterschieden werden soll.So unpolitiisch ist die deutsche Gesellschaft nun auch nicht, dass sie für ein paar ukrainische Oligarchen "bluten" möchte
	MaxLeser


	ernsthaft?Ok, als Zugehöriger der "neueren Generation" bin ich ja schon viel von dem Schwachsinn, was ältere Generationen so glauben, gewöhnt.Amokläufe durch PC Spiele, Verdummung durch Google, psychische Krankheiten durch Internet und Arbeitslosigkeit wegen Twitter.Aber dass jüngere  Menschen nun Krieg als Computerspiel begreifen und sich deswegen ein besorgniserregendes Desinteresse breit macht, setzt dem doch die Krone auf.Übrigens ist die Zahl der weltweiten "interstate Konflikte" seit Jahren auf einem Rekordtief, während "innerstate" seit Ende des kalten Kriegs konstant bleiben.Was mich aber viel brennender interessiert : Sie lesen doch auch die Zeit (Massenmedien) und schreiben sogar im Internet Kommentare.Wie ist das mit Ihrer Geisteshaltung zu vereinbaren? Oder sehen Sie sich als jemanden, der über den Dingen steht
	KingKurt125


	Ich denke nicht, dass es Desinteresse ist. Denn es gibt noch andere Demonstrationen, pro Russische. Und diese Demos sind mit 1-2 Tausend Teilnehmern nicht schlecht besucht. Und da demonstrieren eben nicht nur Russen. Nur findet man da eben nur Berichte be RT, Stimme Russlands ud einigen Regionalzeitungen...
Warum sich so wenig gegen Russland mobilisieren lassen hat sicher 2 Gründe.
1.  ist niemand an einer weiteren Konfrontation mit Russland interessiert.
2.  Die jetzigen ukrainischen Machthaber sind nicht unbedingt Symphatieträger
3. In vielen Köpfen ist nach wie vor die Ukraine en Teil der UdSSR. Und viele sehen auch die Aufgabe Russlands dort Verantwortung zu übernehmen.
4. Die Berichte über den Krieg in der Ostukraine und das Durchsickern vom Töten der Zivilbevölkerung und dass 1 Million  Menschen ausgerechnet nach Russland fliehen, lässt die Menschen an der rechtmässigkeit des Handelns der Ukr. Armee zweifeln
	TUS1
	Vielleicht stehen ja gerade wegen der Rolle der USA in der Ukraine Krise viele Bundesbürger dem Ukraine-Engagement der EU skeptisch gegenüber. Dass die Krise sich nun zu einem sehr gefährlichen Punkt angenähert hat ist richtig. 
	Fliege24


	Ich sehe, dass vor allem vom Westen da eine Eskalation voran getrieben wurde/wird und sehr viele haben gerade wirklich eine große Angst vor einem 3. Weltkrieg, in den unsere Regierung sehenden Auges in großer und selten dämlicher Bündnistreue hinein stolpert.
	Columba livia
	Lügen lassen abstumpfen. Am Ukraine-Konflikt lässt sich schön illustrieren,wie jede Partei die Wahrheit solange manipuliert,bis die Zuschauer das interesse verlieren,weil sie sich sagen:"ich habe keine Ahnung,wer hier die Wahrheit sagt,also kann ich keine Partei ergreifen,mich nicht entscheiden." Und ich glaube genau das ist auch von den Mächtigen beabsichtigt,damit sich kein Block bildet,der Druck ausüben kann.Das zeugt natürlich von einer unglaublichen Demokratieverachtung und Menschenverachtung.
	MrSkyjellyfetty


	Wie man beschönigend von "Fehlern" reden kann, wenn es wie bei den Snipern auf dem Maidan, dem Progrom von Odessa und dem Zivilistenbeschuss in der Ostukraine um das bewusste Abschlachten von Menschen geht, ist für mich nicht nachvollziehbar.Ganz zu schweigen von der vermutlich durch die ukrainische Armee ausgeführten False-Flag-Aktion mit MH17.
	Rufer in der Wüste
	Ich und mein Freundeskreis waren früher welche von denen die gegen Bushs Krieg demonstrieren gegangen sind. Ich denke auf den Punkt gebracht, es ist leider nicht besonders Eindeutig welches Land hier was falsches macht. Somit ist das tragende Gefühl "ich mache hier was richtiges" vllt nicht für jeden gegeben. Fast jeder weiß um das Tauziehen zwischen Assozierungsabkommen und Zollunion. Und viele um die Zerrissenheit in der Ukraine selbst. Das lässt Europas Position nicht gut aussehen. Es ist leichter den "Anführer der freien Welt" per Demo für einen willkürlichen Krieg zu kritisieren. Das ein eher kaltblütiger "Monarch" mit seinen naturgemäßen Mitteln zubeisst hätte man sich auch vorher denken können. Wenn man dden Eindruck hätte Ukraine will sich von beiden Einflüssen emanzipieren (ohne das man an die NS Zeit errinert wird) würde es möglicherweise mehr Unterstützung der Bevölkerung geben. Ebenso glaube ich das wenige Europäer oder jedenfalls Westeuropäer Ukraine als absolut EU zugehörig sehen. Dafür ist der "Osten" Europas im allgemeinen noch nicht ganz in unseren Köpfen angekommen. Somit wirkt es eher wie ein Schlagabtausch zwischen der westlichen Politik und Putin nach einem von beiden Seiten provozierten Pokerspiel. Das unsere westliche Politik jetzt als Reaktion darauf einen Putin all-in setzen will halte ich für nicht klug. Besser hätte ich gefunden Eindeutige Kompromissbereitschaft zu zeigen. Der große Verlierer ist wie so oft die Bevölkerung des Landes.
	lusiada


	Kleine Richtigstellung
1. Die "westliche Wertegemeindschaft" hat in der Ukraine gezündelt.
2. Der Krieg wurde von der Ukraine, bzw. deren "Hintermännern" begonnen.
3. Russland mußte reagieren.
4. Grundlose Sanktionen haben den Konflikt weiter angefacht.
5. Die Medien betreiben eine teils groteske Hetze gegen Russland*.
6. Russland betreibt eine rationale Politik - im Gegensatz zu Kiew.
Und da wundert man sich, wenn man zur Unterstützung faschistischer Milizen, korrupter Oligarchen, Mord an Zivilisten und Typen wie Jatzenjuk keine Menschen auf die Straße bringt!?
So dumm sind die Deutschen nicht, um sich vor den Karren der "russophoben Meinungsmacher" spannen zu lassen!
	Damasius
	 Wladimir Putin handelt es sich um einen intelligenten, cleveren Machtmenschen, der im legendär/berüchtigten Geheimdienst der Sowjetunion, dem KGB, sozialisiert worden ist. Aus dessen Reihen konnte kein Demokrat hervorgehen.


	K.A. Barett


	als die russophobe Berichterstattung lange vor Loslösung der Krim in den deutschen Medien hochgefahren wurde? Waren sie da auch besorgt wegen des wachsenden antirussischen Rassismus u.a. bei ARD und ZDF (empfehle als Zeitdokument die Moderation der Eröffnungsfeier der olymp. Winterspiele in Sotschi)? Zu dieser Zeit waren im Interesse der neuen Machthaber in Kiew schon hunderte Menschen umgebracht worden (wohlgemerkt: im Interesse, durch wen interessiert ja nur Gutmenschen und Pazifisten wie es aussieht). Sie interessieren sich für Grenzen Frau Bota, und vergessen die Menschen. Das tut die deutsche Bevölkerung nicht. Diese ist einfach nur noch angewidert von Russphobie und Chauvinismus in ihrem Namen und im Namen "europäischer Werte".
	scots_behemoth
	darf nur derjenige machen, der die Macht hat. Das Referendum Hawaii zu einem US Staat zu assimilieren war genauso illegal wie die Krim. Was will man tun? Russland will es, Krim wird sowieso NIE zur EU gehoeren, Ukraine mag die Krimer nicht. Die Krim ist an Russland verloren. Basta.
	

DerKosmopolit


	Rein formal gesehen, ist die Abspaltung der Krim von der Ukraine eine Rovolution. So wie sich auch die amerikanischn Kolonien damals von den Briten loslösten, und zu der Nation USA wurden. Nur eben ohne Millionen Todesopfer. 
	Coiote
	Bevor Sie zu wildes Zeug in meinen Beitrag hineininterpretieren, will ich doch lieber selbst konkretisieren: Die Abstimmung ist im Sinne der Verfassung der Ukraine nicht legal, einfach weil keine Verfassung der Welt eine Abspaltung von Landesteilen vorsieht. Gleichwohl ist diese Abstimmung aber legitim, weil man das Recht haben sollte sich zu scheiden, wenn man nur hinreichend entschlossen dazu ist. Legalität hin oder her. Die Abspaltung der amerikanischen Kolonien von den Briten war ja auch nicht "legal", aber dennoch legitim.
	Coiote
	Annektierung der Krim?Habe ich was versäumt? Ich dachte die Abstimmung erfolgt am Sonntag? Wie kann man da von einer Annektion sprechen?Die USA haben in den 1950er Jahren Hawaii annektiert, weil es die US Wirtschaft so wollte... aber die Krim? und von den ehemaligen Jugaslawien Staaten haben einige ihre Unabhängkeit erklärt mit Unetrstützung von EU und USA, gilt das nur für pro Westliche Entscheidungen?
	thomascap


	Doppelmoral Ich möchte hier keine Partei ergreifen, weder für die EU/USA oder für Russland, doch ich finde es erschreckend, wie unverschämt unsere Politiker hier mit zweierlei Maß messen.Die USA haben den Irak krieg gegen Saddam Hussein damals nachweislich gegen geltendes UN-Völkerrecht begonnen. Es gab zwar Kritik, doch keinerlei Sanktionen, Drohungen oder ähnliches Gebaren wie es jetzt gegenüber Russland geschieht.
Warum?Warum ist es in Ordnung, wenn Staat A gegen das Völkerrecht verstößt, jedoch nicht, wenn Staat B dies tut?Dies ist eine Prinzipfrage. Verweise darauf, wieviel schlimmer Saddam Hussein war o.ä. Relativierungen gehen am Thema vorbei.Wer kann diese Frage beantworten? Ich würde sie gerne unseren Politikern stellen. Und zwar sooft, bis ich eine Antwort bekomme, die in wenigen Sätzen diesen Widerspruch auflöst und die ein Mindestmaß an logischen Argumenten beinhaltet.
	MannOhneHut


	Krim-Krise, das kleinere Übel Ich hoffe, dass sich die Lage bald wieder beruhigt ob die Krim nun in die russ. Föderation aufgenommen wird  oder nicht. Es ist ja schon richtig, dass jemand gegen Völkerrechtsbruch demonstriert, so es einen gibt. Aber dass es gerade der NATO-Westen sein muss, der sich 1999 im Kosovo-Krieg einen Dreck darum geschert hat, ist bitter. Die Krim ist das kleinste Übel in der ganzen Sache. Viel mehr habe ich Sorgen um den Rest der Ukraine und die Ausbreitung der Rechtsradikalen dort. Wie kriegt man die nun in den Schach?
	cipoint


	Die sind völkerrechtlich unwichtig Und die UN hat seit Jahren den Fall der Abspaltung des Kosovo von Serbien durch Referendum in ihren verstaubten Regalen. Die G 7 schrien da nicht auf, weil aus ihren Reihen ohne UN Mandat Truppen dort einmarschierten. Europa und die NATO haben nach 1990 selbstherrlich Zusagen gegenüber den Russen gebrochen. Empfehle mal letzte Beckmann-Sendung; vor allem den dtsch. Prof. aus der UN Menschenrechtskommission, den ehemaligen Generalinspekteur der Bundeswehr sowie einen langjährigen Moskau-Korrespondenten anzuhören.
	Mina Menzel


	Faschistoide Kräfte in der Ukraine in Focus rücken Viel lesen wir über Krim-Referendum und Strafmaßnehmen gegen Rußland. Ein anderer Aspekt müßte bei ZO mehr Beachtung finden.In jüngster Vergangenheit bekundeten BP Gauck und Fr.Merkel ihre unwiderrufliche Solidarität mit dem jüdischen Volk.Stets bekräftigen sie ihren Willen,antijüdischem Gedankengut oder judenfeindlichen Handlungen Paroli zu bieten.Nun haben wir in der selbsternannten ukrainischen Regierung auch einge maßgebliche faschistische Kräfte,die wir in der EU nicht mehr leugnen können. (Zeit-Matinee mit G.Schröder).Wo bleibt die mediale Empörung? Wann distanzieren sich Merkel + Gauck von dieser durch Putsch zustandegekommenen ukr.Regierung,solange diese Typen mit tonangebend die ukr.Politik bestimmen?Wieso wird die Sorge vom jüd.Präs.Graumann etc. nicht thematisiert? Solange der Westen unbedacht die Ukraine finanz.+medial unterstützt,macht er sich mitschuldig.Z.Zt.ist alles erlaubt,wenn es gegen Putin und Rußland geht.
Ob wir später diese Rechtsradikalen wieder in Griff bekommen,scheint mir fraglich.
	Volksstimme


	der Krim wird mehr Unabhängigkeit und Freiheit unter ´Rußland beschieden sein, als unter den Westfreunden von Kiev..
	ben oppen
	Auf dem Krim wird zumindestens gewählt in Kiew  war nicht der Fall , in Kiew haben  Kriminelllen  das sagen gehabt .Demokratie  durch Gewahlt schlägt Demokratie  durch Wahlen , und was macht die EU ,? Sie schlägt sich an der Seite  der Gewaltdemokratie ? Ist das nicht Toll ?Wieso sagt  die OZSE  und  EU darüber nichts  ?Wieso nehmen diese Beiden nicht Stellung über die  Auswechselung von 15 Gouverneuren  der Ostregionen ?  Leben wir in einem falschen Film ?Wie  wollen sie Russland verurteilen  wenn sie  das Verhalten der  anderen Seite und damit die Ursache  komplett ausblenden ?
	controcorrente


	Russland hat doch schon immer gesagt, dass die Bewachung ihrer Stützpunkte da verstärkt hat, wegen, was auch kein Geheimnis mehr ist, der Überfälle auf die Stützpunkte der Militär in der Westukraine. Oder ist es jetzt für jemanden neu? Wieso wollen die OSZE Beobachter jetzt auf einmal nicht zum Krimreferendum vorbeikommen, wurden doch eingeladen, oder lassen sie sich nur offiziel von Kiew einladen? Nach Kosovo zum Referendum kamen die doch auch uneingeladen, das zum Thema Zweierlei-Standards und wenn man schon ria.ru zitiert: "The Kremlin has repeatedly denied the presence of Russian military in the region and maintains that the armed men are members of local self defense organizations."
	azazello92


	Was wäre auch anderes von einer Rechtsgerichteten. Regierung aus Kiev zu erwarten.
Heute wurde auf Phönix nochmals betont, dass in Kiev sich auch Rechtgerichtete Gruppen an die Macht gedrängt haben.Die Svoboda Partei Freunde der NPD aus Deutschland. Wie soll man das in Deutschland verstehen , wenn gleichzeitig ein Verbotsantrag gegen die NPD in Erwägung gezogen wird. Ist Rechtsextrem nur dann Rechtsextrem, wenn es uns in den Kram passt ? Wie gesagt, so wurde es heute auf Phönix diskutiert, nur so, falls mir jemand Unsachlichkeit vorwirft.Der Feind meines Feindes ist nicht immer mein Freund.
	Ja und nein


	Als sie sich nicht klar gegen eine Machtergreifung der rechten politischen Kräfte samt Entlassung von Verfassungsrichtern und Begnadigung von verurteilten Verbrechern ausgesprochen haben. Sehr unsensibel war auch die Abschaffung des Russischen als Amtssprache und die Dskussion zu einem NATO Beitritt von einer nicht demokratisch legimierten Übergangsregierung!Hätte sich diese "Revolution" einigermaßen ordentlich abgespielt, hätten die Russsen nicht viel sagen können. Aber dieses hochgradik undemokratische Vorgehen und die Tolerierung extremistischer Kräfte haben zurecht in Moskau alle Alarmglocken angehen lassen. Russland fühlt sich hier im Recht und liegt vermutlich sogar richtig damit.
	Neovaginal


	Ein klitzekleines Problem hat der Westen dann aber bei seinen – immer gut durchdachten – Begründungen, denn: Als die (unwichtige) Provinz Kosovo ihre Unabhängigkeit verkündete, da konnte der Westen selbst gar nicht schnell genug die Anerkennung aussprechen. Böse, gemeine und hinterhältige Mächte wie Russland oder China haben diese Sezessionsbestrebungen natürlich auf das Übelste verurteilt und geschimpft wie die Rohrspatzen, weil eine Anerkennung einer einseitigen Unabhängigkeit nur noch andere Minderheiten dazu aufrufen könnte, gleiches zu tun. Das geht ja mal gar nicht! Genau das tut jetzt die Krim – nur um sich dann Russland anzuschließen. Weil aber Westen sooo gut ist und das Recht der Völker auf Freiheit und Selbstbestimmung schon immer gefordert und gefördert hat, muss man im Falle der Krim die Sache natürlich anders bewerten.
	Oke_Schumak


	Es wird immer deutlicher,dass die Interessen Europas nicht diejenigen der USA sein können. Wir sind mit Russland viel zu sehr (auch historisch) verbunden, als dass wir uns die Sichtweise der USA zu eigen machen könnten. Das sollten auch unsere Volksvertreter beherzigen. Gegen Russland können sich vielleich die USA profilieren - wir können dabei nur verlieren.
	

	Wirtschaftlich besser nach Russland. Ukraine braucht noch lange!Es ist besser, die Krim in die Russische Föderation aufzunehmen. Da die Duma bereit ist, mehr Leistungen für die Menschen dort aufzubringen. Außerdem verfügen die Russen über einen besseren Staatshaushalt. Und die Hilfen der EU und USA sind nur ein Tropfen auf den heißen Stein. Um Wirtschaft und Märkte wieder hochzubringen bedarf es noch viel Zeit. Es wird Geld kosten, sehr viel sogar. Wenn die EU selbst in Bedrängnis kommt, wird dann kein Cent mehr kommen, man möge bedenken, das die EU von Krediten gesprochen hat, keinem Blankoscheck. Da gibts nichts Geschenkt !
	

	Frieden I Alles wird auf ein Bürgerkrieg hinauslaufen! Die Krim wird im diesem Monat von Russland übernommen und unverbindlich mit Milliarden unterstützt (z.B. die Renten werden auf russischen Niveau angehoben und es wird Geld in die Infrastruktur gepumpt). Das wird den Unabhängigkeitswillen der östlichen und südlichen Provinzen bestärken. Es kommt also automatisch zu Konfrontationen zwischen Regierung und Demonstranten. Bei einer Gewaltanwendung Seites der faschistischen (Siehe Bitte letzte Panorama ARD Sendung und z.B.  google = „Hinter den der Fichte“ => da kann man sich den neuen Präsidenten der Ukraine anschauen den Merkel und die ganze EU die Hände schüttelt) Regierung wird Russland nicht tatenlos zusehen. Wir sollten uns wirklich überlegen ob es das alles Wert ist, die Ukraine mit in die EU sowie in die NATO mit aufzunehmen. So eine NATO Aufnahme halte ich für besonders Kritsch an Russland Grenzen bei einen Volk was aus so viel verschieden nationale Volksgruppen besteht. Russland weiß auch das der geplante Raketenabwehrschirm gegen sie gerichtet ist. Denn die USA fokussieren damit einen ERST-SCHLAG gegen Russland, der sich nicht gegen die Bevölkerung richtet sondern gegen das Atomarsenal. Die verbleibenden 5 % an Atomwaffen die Russland dann für einen Zweitschlag bleiben sind dann für den Raketenabwehrschirm gedacht.
	

	Frieden II Wenn man bedenkt, dass die NATO in den letzten 24 Jahren ausschließlich (unter den Deckmantel der Demokratisierung) völkerrechtswidrige Ressourcenkriege bzw. Petrodollar-Kriege führte wird mir speiübel vor Angst.Es gibt nur einen diplomatischen Lösungsweg für diesen geopolitischen Konflikt.
1.Es müssen demokratische Neuwahlen durchgeführt werden bevor irgendwelche abkommen Unterschrieben werden von der nicht gewählten durch Faschisten an die Macht geputschtem Übergangsregime.
2.Auf den NATO beitritt muss verzichtet werden!
3.Anstatt EU-betritt muss so wie bei der Türkei ein privilegiertes Partnerschaftsabkommen vereinbart werden. Das gleiche gilt auch für Russland und seiner Freihandelszone.
So könnte die Ukraine zur Annäherung zwischen OST und WEST dienen, was Europa und seinen Menschen gut tun würde. Nur durch Annährung auf Augenhöhe und ohne Vorurteile und Propaganda (OST sowie WEST) kann jede Partei den anderen positiv beeinflussen. Aufwachen!!!!!!
	

	Die Krim ist Russland schon immer Dass der Ukrainer Chruschtschow die Halbinsel samt Bürger verschenkte, war Unrecht und unmoralisch. Jetzt kommt die Geschichte endlich wieder in Ordnung. Als Deutscher fühle ich mit den Menschen dort.
	

	KolomojskyjUm zu verstehen, wer das ganze in der Ukraine organisiert und bezahlt hat, sollte man den Namen  " Ihor Kolomojskyj " googeln, den neuen Gouverneur von Dnepropetrovsk.
	

	Von wem sind also die Maidans?Wenn Frau Merkel Putin mit einem Maidan in Russland erpressen soll, darf man raten, der ukrainische kommt auch aus dem Westen und Frau Merkel war mit dabei unter den Stiftern?
	

	Tschetschenen, Inguschen und Dagestaner ebenfalls bereit, über NGrosny, Magas, Machatschkala (dpo) - Könnte die Abstimmung der Krim-Bevölkerung über ihre Nationalität zum Ex- bzw. Importschlager werden? Separatisten aus den russischen Republiken Tschetschenien, Inguschetien und Dagestan bezeichneten das geplante Referendum als "beste Idee, die Putin jemals hatte". Nun wollen die Bewohner der nordkaukasischen Provinzen am 16. März zeitgleich mit der Krim ebenfalls über ihre Nationalität abstimmen. Der russische Bevölkerungsanteil in den drei Republiken liegt zwischen 0,8 und 3,6 Prozent.
	

	Putin befindet sich keineswegs in der Offensive, er verteidigt Russland gegen Machtansprüche /Umsturzpläne von außen.
	

	Welcher Vergleich wäre denn angebracht,wenn man Russland 'erobern' will ?Aus Sicht der Russen ist dies vom Westen bereit zweimal versucht worden...durch die Soldaten Napoleons und durch die Truppen Hitlers...beim letzten Versuch kamen über 20 Millionen Russen ums Leben.Wenn man jetzt einen 'Regime Change' in Russland durch westliche Interventionen plant, dann geschieht das nicht durch harte, militärische Interventionen wie in der Vergangenheit, sondern auf 'modernem Weg', durch NGOs und  Agenten.
Diese Realitäten kann man nicht leugnen....
	

	Maidan Spiel"Du bekommst deinen eigenen Maidan" Diese Drohung sollte weniger Putin fürchten sondern Merkel und die gesamte EU-Kamarilla. Russland ist nach den vergleichsweise chaotischen Yelzin Jahren mit Putin zwar alles andere als glücklich, aber die Russen haben Schlimmeres überstanden, und haben in ihrer Mehrheit derzeit wenig Grund das Maidan-Spiel zu spielen. Die EU ist nach aussen hin derzeit satisfiert und ruhig. Kommen allerdings die politischen und sozialen Sprengsätze zur Explosion die im Zuge der Währungsunion angehäuft wurden, dürften Merkel und Co weit mehr Grund zur Maidan-Angst haben als Putin, dessen Bevölkerung soziale Härten gewohnt ist. Sollten die EU Völker feststellen, dass der Traum vom ewigen Wohlstand ausgeträumt ist, dürften sich selbstgerechte Predigten an andere Machthaber erübrigen. Der naive Glaube der EU für ewige Zeiten die Überholspur auf der Siegerstrasse gepachtet zu haben hat vor kurzem ja einen recht herben Dämpfer erhalten. Da werden bereits mittelfristig noch einige andere folgen. Wie gesagt, es die Drohung mit dem Maidan sollten gerade jene ernst nehmen, die jetzt noch glauben, dgl. könnte für sie nie zum Problem werden, da sie selbst ja die Inkarnation der Demokratie seien.
	

	Transatlantiker......würden selbst ihre Oma verkaufen, an wen auch immer.
Was Israel damit zu tun haben sollte - ich weiß es nicht. Die NATO kann mir persönlich den Buckel runterrutschen, denn die kann nur mit dem Säbel rasseln, was exakt das ist, was wir jetzt nicht gebrauchen können.Und die USA würd ich am liebsten aus dem Prozeß rausdrängen, denn die sind allein nicht besser als die NATO und ohnehin am wenigtsen betroffen von der ganzen Nummer. Europa ist betroffen!Denn das norwegische Ölgeschäft ist im Grunde schon länger defizitär und UK hat sich seit 1999 in einen Ölimporteur verwandelt, nur so zur Info.Mal abgesehen davon, daß die britischen Ölquellen in der Nordsee womöglich zum Großteil bald schottische sein könnten.Dann tapfer voran und mal einen Plan aufzeigen, wie das denn gelingen sollte, wo wir doch so wenig Öl ud Gas von ostwärts beziehen.Feuchte Träume eines nimmermüden Kalten Kriegers, sonst nichts. Willkommen im 21. Jahrhundert!
	

	Die Krim ist Russland schon immer Dass der Ukrainer Chruschtschow die Halbinsel samt Bürger verschenkte, war Unrecht und unmoralisch. Jetzt kommt die Geschichte endlich wieder in Ordnung. Als Deutscher fühle ich mit den Menschen dort.
	

	Aus dieser Aussage kann man wohl schliessen, dass der ukrainische Maidan ebenfalls vom Westen losgestossen und inszeniert wurde. Was eigentlich keine Neuigkeit ist, aber in dieser Klarheit hier noch nicht offiziell gesagt wurde.Daran schliesst sich die Frage an, welches Demokratieverständnis die EU nun leitet. Man hat ja immerhin eine gewählte Regierung mit Gewalt beseitigt oder beseitigen lassen. Um das nächste Wahlergebnis im Sinne der EU ausfallen zu lassen wird es sicher nötig sein, die Wahlen zu manipulieren. Oder geht die EU davon aus, dass allein die Präsens von EU und NATO in der Ukraine westlich orientierte Regierungen an die Macht bringen wird? Das wäre sozusagen das Modell "Deutschland", wo die oberen Reihen der grossen Parteien und Medienhäuser komplett von Transatlanikern gestellt werden. Vielleicht sollten wir endlich mal über einen eigenen Maidan nachdenken.
	

	Ich würde empfehlen: Russland/Putin zuhören! 
3) Vollständige Distanzierung von rechtsextremen und faschistischen Gruppen in der Ukraine!Diese 3 Punkte könnten wir sicherlich auch unterstützen und wenn das die Forderungen sind, um wieder konstruktiv mit Russland in diesen Fragen zusammenarbeiten zu können, dann sollten wir nicht zögern!
	

	Verständnis Wenn die Bewohner der Krim dieses Referendum wollen und sich für Russland entscheiden würden, im Angesicht der Vorgänge in Kiew, ich kann sie verstehen.
Da ich aber in Deutschland lebe, und das auch sehr gern, hoffe ich, daß die von vorne bis hinten durchschaubare Marschroute des Westens, die keine Möglichkeit der Eskalation auslässt, die eine unrechtmässige Regierung als Handelspartner trotz faschistischer Beteiligung versucht zu legitimieren, die nicht einmal reguläre Wahlen abwarten will für wichtige und möglicherweise tödliche Entscheidungen, die sich an FASCHISTEN anbiedert, endlich wieder von Vernunft beseelt wird und das schnöde Großmachtdenken und den Kampf um Rohstoffe weit entfernter Länder in seine Schranken weist.Der Kampf um die Ukraine ist nicht unser Kampf, es ist nicht Russlands Kampf und auch nicht Amerikas Kampf. Warum sollten wir in Europa dafür unser Blut vergießen?
	

	Ist die Putschregierung inzwischen vom Volk legitimiert worden?Ansonsten wäre dies eine militane Machtergreifung durch Extremisten.
	

	Kiew ist nicht hilfreich Kiew hat keine Legitimation. Interessant sind die Destabilisierungsmaßnahmen aus Kiew. Man dreht den Geldhahn zu ,damit die örtlichen Organe nicht mehr für Ordnung und Sicherheit der Bevölkerung sorgen kann.
	

	Nicht verwunderlich Man hat russische Truppen regelrecht eingeladen, blockiert das noch rechtmäßige Militär (das ist ja rechtmäßig unabhängig von der Übergangsregierung), verjagt OSZE-Beobachter mit Waffengewalt... und will weiterhin Geld aus dem verhassten Kiew?Wenn die Krim so unabhängig ist, dann ist sie es ja wohl auch vom ukrainischen Geld, nech?
	

	Entscheidung jetzt nicht wirklich schwer, oder?Wegen einer Sperrung der Bankkonten könne die autonome Regierung der Krim laufende Geschäfte nicht mehr finanzieren, sagte ihr Vizeregierungschef Rustam Temirgalijew. Man habe sich bereits an Russland gewandt, um bei dortigen Banken Konten zu eröffnen. Die Halbinsel werde sowieso die russische Währung Rubel einführen, sollte die Mehrheit der Krim-Bevölkerung am kommenden Sonntag für einen Beitritt zu Russland stimmen, sagte Temirgalijew.Einfacher hätte man es den Bewohnern der Krim auch nicht machen können. Zur Wahl steht die Ukraine mit Neofaschisten in der Regierung und IWF Sanktionen gegen Russland mit höheren Renten und Pensionen und keiner Austeritätsorgie. Als Bewohner der Krim ist die Entscheidung jetzt nicht wirklich schwer, oder?
	

	Scheinregierung in Kiew 
	

	Schön, sollen die Putschisten dochdie Zahlungen an die Krim stoppen. Das beschleunigt den Prozeß der Abnabelung nur. Und Russland kann die Milliardenzahlungen, die in der Ukraine ohnehin in dunklen Kanälen versickert wären, sinnvoll und nutzbringend verwenden.
Der Bankster Jazenjuk scheint inzwischen nicht mehr mit einer längeren Herrschaft seiner Putschisten-Regierung zu rechnen. Presseberichten zufolge hat er die Goldreserven des Landes bereits in die USA schaffen lassen …
	

